PLAYER,POS,TEAM,OPP,ML,O/U,SPRD,TM/P,SAL,FPTS,VAL,OWN%
Hayden Hurst,TE,BAL,ARI,-105,46.00,-13.00,29.50,2900,7.4,2.6,3.19
Raheem Mostert,RB,SF,@CIN,-110,45.50,2.00,21.75,3800,8.8,2.3,3.18
Mecole Hardman,WR,KC,@OAK,-105,53.50,-7.00,30.25,4800,10.8,2.3,3.16
Marlon Mack,RB,IND,@TEN,100,43.50,3.00,20.25,5900,14.1,2.4,3.09
O.J. Howard,TE,TB,@CAR,-120,49.00,7.00,21.00,4400,9.9,2.2,3.08
Allen Robinson,WR,CHI,@DEN,-115,40.50,-2.50,21.50,6100,14.3,2.3,3.07
Dion Lewis,RB,TEN,IND,-120,43.50,-3.00,23.25,4000,11.2,2.8,3.06
Michael Gallup,WR,DAL,@WAS,-110,46.50,-5.50,26.00,5600,13.4,2.4,3.04
Nelson Agholor,WR,PHI,@ATL,-110,52.50,-1.50,27.00,3700,8.7,2.3,2.99
Sterling Shepard,WR,NYG,BUF,-110,44.00,1.50,21.25,5100,14.1,2.8,2.96
Ito Smith,RB,ATL,PHI,-110,52.50,1.50,25.50,3600,8.9,2.5,2.96
Mike Williams,WR,LAC,@DET,-110,47.50,-2.50,25.00,5500,12.7,2.3,2.94
Aaron Jones,RB,GB,MIN,-105,44.00,-3.00,23.50,5400,14.1,2.6,2.93
Aaron Rodgers,QB,GB,MIN,-105,44.00,-3.00,23.50,6500,20.2,3.1,2.92
Sony Michel,RB,NE,@MIA,-110,48.50,-18.50,33.50,6200,15.5,2.5,2.92
Antonio Brown,WR,NE,@MIA,-110,48.50,-18.50,33.50,7000,15.4,2.2,2.92
Andy Dalton,QB,CIN,SF,-110,45.50,-2.00,23.75,5400,18.8,3.5,2.90
Delanie Walker,TE,TEN,IND,-120,43.50,-3.00,23.25,3500,10.6,3.0,2.84
Donte Moncrief,WR,PIT,SEA,-110,47.00,-4.00,25.50,4000,9.2,2.3,2.78
Gus Edwards,RB,BAL,ARI,-105,46.00,-13.00,29.50,3200,6.1,1.9,2.78
John Ross,WR,CIN,SF,-110,45.50,-2.00,23.75,4600,10.8,2.3,2.76
Demarcus Robinson,WR,KC,@OAK,-105,53.50,-7.00,30.25,3500,8.9,2.5,2.75
Tyler Higbee,TE,LAR,NO,-110,52.00,-2.00,27.00,2900,8.0,2.8,2.75
Josh Allen,QB,BUF,@NYG,-110,44.00,-1.50,22.75,5300,19.9,3.8,2.73
Will Fuller,WR,HOU,JAX,-110,43.50,-9.00,26.25,5300,10.5,2.0,2.72
Josh Gordon,WR,NE,@MIA,-110,48.50,-18.50,33.50,5800,14.2,2.4,2.70
T.J. Hockenson,TE,DET,LAC,-110,47.50,2.50,22.50,3000,9.8,3.3,2.69
Jared Cook,TE,NO,@LAR,-110,52.00,2.00,25.00,4700,9.3,2.0,2.69
Peyton Barber,RB,TB,@CAR,-120,49.00,7.00,21.00,3900,8.1,2.1,2.69
Tarik Cohen,RB,CHI,@DEN,-115,40.50,-2.50,21.50,4500,13.0,2.9,2.63
Jarvis Landry,WR,CLE,@NYJ,-110,44.00,-6.50,25.25,5800,12.8,2.2,2.57
Ryan Grant,WR,OAK,KC,-115,53.50,7.00,23.25,3200,7.8,2.4,2.55
Dak Prescott,QB,DAL,@WAS,-110,46.50,-5.50,26.00,6300,20.9,3.3,2.54
Ronald Jones,RB,TB,@CAR,-120,49.00,7.00,21.00,4000,8.0,2.0,2.54
Vance McDonald,TE,PIT,SEA,-110,47.00,-4.00,25.50,3900,9.1,2.3,2.52
Kirk Cousins,QB,MIN,@GB,-115,44.00,3.00,20.50,5300,18.0,3.4,2.41
C.J. Uzomah,TE,CIN,SF,-110,45.50,-2.00,23.75,2800,8.2,2.9,2.39
Kenny Stills,WR,HOU,JAX,-110,43.50,-9.00,26.25,4100,9.0,2.2,2.37
Philip Rivers,QB,LAC,@DET,-110,47.50,-2.50,25.00,6100,19.0,3.1,2.33
Robby Anderson,WR,NYJ,CLE,-110,44.00,6.50,18.75,4900,11.4,2.3,2.31
DK Metcalf,WR,SEA,@PIT,-110,47.00,4.00,21.50,4300,9.3,2.2,2.31
Danny Amendola,WR,DET,LAC,-110,47.50,2.50,22.50,3900,10.0,2.6,2.30
Dare Ogunbowale,RB,TB,@CAR,-120,49.00,7.00,21.00,3200,6.7,2.1,2.30
Jordan Howard,RB,PHI,@ATL,-110,52.50,-1.50,27.00,4300,8.1,1.9,2.28
Ryan Switzer,WR,PIT,SEA,-110,47.00,-4.00,25.50,3100,7.4,2.4,2.23
Marquez Valdes-Scantling,WR,GB,MIN,-105,44.00,-3.00,23.50,4600,10.7,2.3,2.22
Adrian Peterson,RB,WAS,DAL,-110,46.50,5.50,20.50,3400,10.3,3.0,2.22
Malcolm Brown,RB,LAR,NO,-110,52.00,-2.00,27.00,4100,8.3,2.0,2.18
De'Anthony Thomas,WR,KC,@OAK,-105,53.50,-7.00,30.25,3200,7.7,2.4,2.18
Richie James,WR,SF,@CIN,-110,45.50,2.00,21.75,3200,7.1,2.2,2.16
Miles Boykin,WR,BAL,ARI,-105,46.00,-13.00,29.50,3200,5.6,1.8,2.16
Marquise Goodwin,WR,SF,@CIN,-110,45.50,2.00,21.75,4400,8.2,1.9,2.15
David Njoku,TE,CLE,@NYJ,-110,44.00,-6.50,25.25,3600,10.1,2.8,2.14
Mike Davis,RB,CHI,@DEN,-115,40.50,-2.50,21.50,3300,9.7,3.0,2.14
Tyler Eifert,TE,CIN,SF,-110,45.50,-2.00,23.75,2900,7.8,2.7,2.14
Marcus Mariota,QB,TEN,IND,-120,43.50,-3.00,23.25,5000,17.2,3.5,2.13
Gardner Minshew,QB,JAX,@HOU,-110,43.50,9.00,17.25,4800,15.0,3.1,2.05
A.J. Brown,WR,TEN,IND,-120,43.50,-3.00,23.25,4000,9.2,2.3,2.05
Will Dissly,TE,SEA,@PIT,-110,47.00,4.00,21.50,2800,7.0,2.5,2.02
Chris Conley,WR,JAX,@HOU,-110,43.50,9.00,17.25,4200,8.0,1.9,2.00
Baker Mayfield,QB,CLE,@NYJ,-110,44.00,-6.50,25.25,6000,20.5,3.4,1.99
Evan Engram,TE,NYG,BUF,-110,44.00,1.50,21.25,5200,12.1,2.3,1.99
Jimmy Graham,TE,GB,MIN,-105,44.00,-3.00,23.50,3700,9.1,2.5,1.98
D.J. Chark,WR,JAX,@HOU,-110,43.50,9.00,17.25,4500,8.2,1.8,1.98
Kyle Rudolph,TE,MIN,@GB,-115,44.00,3.00,20.50,3200,7.8,2.4,1.96
James Washington,WR,PIT,SEA,-110,47.00,-4.00,25.50,3600,7.5,2.1,1.96
Cameron Brate,TE,TB,@CAR,-120,49.00,7.00,21.00,2700,5.6,2.1,1.96
Gerald Everett,TE,LAR,NO,-110,52.00,-2.00,27.00,2700,6.0,2.2,1.95
Jimmy Garoppolo,QB,SF,@CIN,-110,45.50,2.00,21.75,6000,17.2,2.9,1.90
Josh Reynolds,WR,LAR,NO,-110,52.00,-2.00,27.00,3200,6.7,2.1,1.90
Nick Boyle,TE,BAL,ARI,-105,46.00,-13.00,29.50,2600,4.4,1.7,1.88
Matthew Stafford,QB,DET,LAC,-110,47.50,2.50,22.50,5200,17.1,3.3,1.85
Marvin Jones,WR,DET,LAC,-110,47.50,2.50,22.50,4900,10.1,2.1,1.85
Randall Cobb,WR,DAL,@WAS,-110,46.50,-5.50,26.00,4500,10.1,2.3,1.84
Case Keenum,QB,WAS,DAL,-110,46.50,5.50,20.50,5000,17.9,3.6,1.81
Keke Coutee,WR,HOU,JAX,-110,43.50,-9.00,26.25,3800,7.8,2.0,1.81
Tom Brady,QB,NE,@MIA,-110,48.50,-18.50,33.50,6400,25.4,4.0,1.75
Carlos Hyde,RB,HOU,JAX,-110,43.50,-9.00,26.25,3600,7.8,2.2,1.74
Taylor Gabriel,WR,CHI,@DEN,-115,40.50,-2.50,21.50,3700,9.5,2.6,1.73
Nyheim Hines,RB,IND,@TEN,100,43.50,3.00,20.25,3700,8.9,2.4,1.71
Chris Hogan,WR,CAR,TB,100,49.00,-7.00,28.00,3000,5.3,1.8,1.71
Jacoby Brissett,QB,IND,@TEN,100,43.50,3.00,20.25,5000,16.5,3.3,1.69
Giovani Bernard,RB,CIN,SF,-110,45.50,-2.00,23.75,5300,10.0,1.9,1.69
Travis Benjamin,WR,LAC,@DET,-110,47.50,-2.50,25.00,3200,8.0,2.5,1.69
Blake Jarwin,TE,DAL,@WAS,-110,46.50,-5.50,26.00,2900,7.6,2.6,1.69
Jarius Wright,WR,CAR,TB,100,49.00,-7.00,28.00,3200,5.2,1.6,1.59
Dallas Goedert,TE,PHI,@ATL,-110,52.50,-1.50,27.00,2800,5.0,1.8,1.55
Jordan Reed,TE,WAS,DAL,-110,46.50,5.50,20.50,3400,8.2,2.4,1.54
Jordan Akins,TE,HOU,JAX,-110,43.50,-9.00,26.25,2700,5.5,2.0,1.51
Kenyan Drake,RB,MIA,NE,-110,48.50,18.50,15.00,4300,12.4,2.9,1.50
Trey Burton,TE,CHI,@DEN,-115,40.50,-2.50,21.50,3700,8.3,2.3,1.50
Damion Willis,WR,CIN,SF,-110,45.50,-2.00,23.75,3200,7.1,2.2,1.48
Trent Taylor,WR,SF,@CIN,-110,45.50,2.00,21.75,3000,5.7,1.9,1.44
Matt LaCosse,TE,NE,@MIA,-110,48.50,-18.50,33.50,2700,7.4,2.8,1.43
Ian Thomas,TE,CAR,TB,100,49.00,-7.00,28.00,2700,3.7,1.4,1.41
Jack Doyle,TE,IND,@TEN,100,43.50,3.00,20.25,3100,6.4,2.1,1.40
Mitchell Trubisky,QB,CHI,@DEN,-115,40.50,-2.50,21.50,5500,18.1,3.3,1.39
Chris Thompson,RB,WAS,DAL,-110,46.50,5.50,20.50,3900,9.7,2.5,1.39
Zay Jones,WR,BUF,@NYG,-110,44.00,-1.50,22.75,3500,7.6,2.2,1.38
Geoff Swaim,TE,JAX,@HOU,-110,43.50,9.00,17.25,2700,4.8,1.8,1.38
Demaryius Thomas,WR,NYJ,CLE,-110,44.00,6.50,18.75,3400,7.9,2.3,1.36
Courtland Sutton,WR,DEN,CHI,-105,40.50,2.50,19.00,4200,10.9,2.6,1.35
Cole Beasley,WR,BUF,@NYG,-110,44.00,-1.50,22.75,3800,7.7,2.0,1.34
Paul Richardson,WR,WAS,DAL,-110,46.50,5.50,20.50,4000,9.0,2.3,1.32
Terry McLaurin,WR,WAS,DAL,-110,46.50,5.50,20.50,3800,8.8,2.3,1.31
Eric Ebron,TE,IND,@TEN,100,43.50,3.00,20.25,3800,6.5,1.7,1.30
James O'Shaughnessy,TE,JAX,@HOU,-110,43.50,9.00,17.25,2600,4.4,1.7,1.29
Rashaad Penny,RB,SEA,@PIT,-110,47.00,4.00,21.50,4000,7.3,1.8,1.28
Dante Pettis,WR,SF,@CIN,-110,45.50,2.00,21.75,5300,6.3,1.2,1.25
