"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","",""
"38185-62718","TE","Daniel","Daniel Brown","Brown","0","1","4500","BUF@NYJ","NYJ","BUF","","","","",""
"38185-56580","WR","Christian","Christian Blake","Blake","0","0","4500","ATL@MIN","ATL","MIN","","","","",""
"38185-52495","WR","Braxton","Braxton Berrios","Berrios","0","0","4500","BUF@NYJ","NYJ","BUF","Q","Hamstring","","",""
"38185-64786","RB","Ryquell","Ryquell Armstead","Armstead","0","0","4500","KC@JAC","JAC","KC","","","","",""
"38185-83221","RB","De'Lance","De'Lance Turner","Turner","1.5499999523162842","2","4500","BAL@MIA","BAL","MIA","","","","",""
"38185-70422","WR","Kalif","Kalif Raymond","Raymond","0","0","4500","TEN@CLE","TEN","CLE","","","","",""
"38185-60705","WR","Tyron","Tyron Johnson","Johnson","0","0","4500","BUF@NYJ","BUF","NYJ","","","","",""
"38185-31015","WR","DeAndrew","DeAndrew White","White","0","0","4500","LAR@CAR","CAR","LAR","","","","",""
"38185-82731","WR","Brandon","Brandon Zylstra","Zylstra","0.5599999904632569","5","4500","LAR@CAR","CAR","LAR","","","","",""
"38185-56623","WR","Papi","Papi White","White","0","0","4500","TEN@CLE","TEN","CLE","","","","",""
"38185-40758","RB","Corey","Corey Clement","Clement","6.372727134011009","11","4500","WAS@PHI","PHI","WAS","","","","",""
"38185-64827","WR","Miles","Miles Boykin","Boykin","0","0","4500","BAL@MIA","BAL","MIA","","","","",""
"38185-85306","WR","KhaDarel","KhaDarel Hodge","Hodge","0.9000000158945719","3","4500","TEN@CLE","CLE","TEN","","","","",""
"38185-22336","WR","Josh","Josh Bellamy","Bellamy","2.053846212533804","13","4500","BUF@NYJ","NYJ","BUF","","","","",""
"38185-62791","RB","Mark","Mark Walton","Walton","1.6666666666666667","6","4500","BAL@MIA","MIA","BAL","","","","",""
"38185-56649","WR","Sean","Sean Modster","Modster","0","0","4500","BAL@MIA","BAL","MIA","","","","",""
"38185-64350","WR","Jeff","Jeff Smith","Smith","0","0","4500","BUF@NYJ","NYJ","BUF","","","","",""
"38185-70501","RB","C.J.","C.J. Ham","Ham","1.4800000190734863","10","4500","ATL@MIN","MIN","ATL","","","","",""
"38185-64357","WR","Michael","Michael Walker","Walker","0","0","4500","KC@JAC","JAC","KC","","","","",""
"38185-40298","WR","Derrick","Derrick Willies","Willies","7.599999904632568","1","4500","TEN@CLE","CLE","TEN","","","","",""
"38185-33137","WR","Justin","Justin Hardy","Hardy","2.018749952316284","16","4500","ATL@MIN","ATL","MIN","","","","",""
"38185-63869","WR","Parker","Parker Baldwin","Baldwin","0","0","4500","ATL@MIN","ATL","MIN","","","","",""
"38185-71039","WR","Kelvin","Kelvin Harmon","Harmon","0","0","4500","WAS@PHI","WAS","PHI","","","","",""
"38185-41857","RB","Dalyn","Dalyn Dawkins","Dawkins","0","0","4500","TEN@CLE","TEN","CLE","","","","",""
"38185-53639","WR","Isaiah","Isaiah McKenzie","McKenzie","5.4375","8","4500","BUF@NYJ","BUF","NYJ","","","","",""
"38185-55694","WR","Mike","Mike Thomas","Thomas","0","0","4500","LAR@CAR","LAR","CAR","","","","",""
"38185-80281","WR","C.J.","C.J. Board","Board","0","0","4500","KC@JAC","JAC","KC","","","","",""
"38185-63387","WR","Jayson","Jayson Stanley","Stanley","0","0","4500","ATL@MIN","ATL","MIN","","","","",""
"38185-28065","WR","Jehu","Jehu Chesson","Chesson","0.20000000298023224","4","4500","WAS@PHI","WAS","PHI","","","","",""
"38185-47523","WR","Tajae","Tajae Sharpe","Sharpe","4.157142911638532","14","4500","TEN@CLE","TEN","CLE","","","","",""
"38185-63907","TE","Josh","Josh Oliver","Oliver","0","0","4500","KC@JAC","JAC","KC","D","Hamstring","","",""
